komentar,label
hajar ,ancaman_intimidasi
bunuh bunuh bunuh,ancaman_intimidasi
g usah pake proses hukum penjara pake hukum rakyat sajar langsung hajar,ancaman_intimidasi
kawinkan dulu orang ini sudah kawin rendam dengan air keras tidak usah d siksa ko orang jelek yang menghina orang sunda,ancaman_intimidasi
bakar rumh respon sama orang ny bakar bakar,ancaman_intimidasi
mereka tidak punya otak mereka nyari makan d jawa barat tpi mereka malah menghina pribumi klo d gebukin teriak2 merasa trsakiti,ancaman_intimidasi
sebelum di proses hukum siksa dulu biar bapokk,ancaman_intimidasi
kalau tida di tangkap bunuh ajah ku masarakat,ancaman_intimidasi
saya minta d bakar,ancaman_intimidasi
viral kan terwujud impianmu d kira kayak biasanya minta maaf habis perkara mampus kamu nanti di dalam penjara,ancaman_intimidasi
nanti juga disiksa di dalam penjara,ancaman_intimidasi
ayah resbob itu koruptor tolong yg di sel sama resbob siksa dia sampe mati,ancaman_intimidasi
resbob silakan ya pakai baju tahanan siap siap benjol,ancaman_intimidasi
mampus untung polisi cepat kalau tidak habis kamu sama semua orang terutama orang sunda yg kamu hina,ancaman_intimidasi
habis mati di penjara ini orang kayak nya,ancaman_intimidasi
siapin aja duit resmob buat ngontrak sel biar tidak nyampur sama tahanan lain kalau tidak habis buat salam olah raga,ancaman_intimidasi
masih untung ditangkapnya oleh polisi coba kalau ditangkapnya oleh orang sunda habis tuh anak sombong itu,ancaman_intimidasi
makan tuh resbob atas ulah mu untuk teman teman sunda yg di penjara hajar dia biar kapok,ancaman_intimidasi
di konten sangat berani udah di tangkap nangis kamu masih mending di penjara coba kamu klo udh berhadapan sama smua orang sunda sudah habis kamu ,ancaman_intimidasi
bohong kau pembohongg ucap patrik,pelecehan_penghinaan
tidak ada subsidi subsidi swasta aja bisa produksi ron kalo mau bisa harga rb perliter pasti pertamina tersaingi,bukan_cyberbullying
dasar bahlul bodoh,pelecehan_penghinaan
mulut bahlil pembohong bahkan watt mentri bohong,pelecehan_penghinaan
bahlil itu lagi kentut,pelecehan_penghinaan
wakil presiden planga plongo kaya tidak ada guna nya,pelecehan_penghinaan
mentri yang suka halu memberi laporan palsu ngeprank rakyat di buat mainan sama mahluk ini doyan menawarkan kalusi dan keuntungan kolusi korupsi pada pejabat pejabat,pelecehan_penghinaan
pembohong kau pembohong balul,pelecehan_penghinaan
semoga kena jumat keramat,ancaman_intimidasi
kapan ya bahlul tidak di kawal biar bisa di pukul masyarakat,ancaman_intimidasi
presiden paling tidak jelas,pelecehan_penghinaan
kerja bahlil bohong,pelecehan_penghinaan
berhentikn manusia kepala kosong ini,pelecehan_penghinaan
kabinet banyak bohong,pelecehan_penghinaan
menteri menteri dibawah prabowo bodoh amat,pelecehan_penghinaan
bahlil harus jadi presiden,bukan_cyberbullying
kurang bius ini orang bicara kosong,pelecehan_penghinaan
bahlil banyak bohongnya solar non subsidi preet bahlil bahlil dasar bahlul,pelecehan_penghinaan
tai tai banget ini orang,pelecehan_penghinaan
ini kalo rakyat sudah bener muak sm kelakuan bahlul ini mungkin bisa jadi ada orang yang niat nembak dia dihadapan semua orang itu kalo ada yang berani kalo tidak yah udahlah,ancaman_intimidasi
banyak omong km bahlul,pelecehan_penghinaan
bahlil cumak omong bukutinya bbm masih susah di atambua susah banget tiap hari antrian panjang trs mending di pecat saja rakyat tidak butuh pejabat yang cumak ngomong bukti nol,pelecehan_penghinaan
bahlil si goblin,pelecehan_penghinaan
pandai merangkai kata kata padahal apa yang semua dibilangnya hanya subuah hayalan kalau bisa pecat aja bahlul ini kerna sudah sering menyakiti rakyat dengan mulutnya apa lagi otaknya sdah ketahuan pada pembohong masih aja dipertahankan dibahlul itu,pelecehan_penghinaan
awas lu bahlil kalau ketemu saya bunuh kamu,ancaman_intimidasi
terima kasih min atas postingan nya,bukan_cyberbullying
muak tidak ada yang percaya sama orang gila ini,pelecehan_penghinaan
masih percaya aja bapak sama orang nipu ini pak,pelecehan_penghinaan
orang gila anak saudagar penipu,pelecehan_penghinaan
setiap bahlil ngomong kiamat maju bulan,pelecehan_penghinaan
pembohong,pelecehan_penghinaan
presiden dan bahlil satu guru satu ilmu bohong preet,pelecehan_penghinaan
mentri ini cuman bicara bodoh saja pak presiden sudahlah disudahi saja jabatannya,pelecehan_penghinaan
bahlil taik omongan kamu itu bohong semua taik jangan percaya pak prabowo mending pecat bahlil secepat nya karna rakyat sudah tersiksa,pelecehan_penghinaan
pecat bahil menteri terbodoh,pelecehan_penghinaan
ada orang gila di samping prabowo tolong di buang dah bau busuk,pelecehan_penghinaan
si goblin hitam sangat meresahkan orang daya hancur nyah luar biasa banget,pelecehan_penghinaan
katanya aman tapi dititik pertamina banyak antri,bukan_cyberbullying
yang ke luar dari mulutnya omong kosong semua,pelecehan_penghinaan
asal bunyi menteri ini bicara bodoh tidak berbobot,pelecehan_penghinaan
banyak mentri yang korup brengsek bajingan kmna uang dr tambang emas nikel batu bara minyak bbm kmna uang rakyat,pelecehan_penghinaan
tiap dia omong aku kok selalu teringat waktu berburu babi di riau dulu,pelecehan_penghinaan
bahlul manusia munafik terbodoh penuh dusta semoga kena azab allah di dunia dan akhirat,pelecehan_penghinaan
maaf kinerja bahlil amat sangat jelek,pelecehan_penghinaan
kalo sampai gdi pecat itu si bahlil saama aja bikin malu bangsa sendiri hatinya busuk itu manusia udah jelek bensin shell jelas di matikam rezekinya tragedi banjir sumatera kasih info kebohongan soal listrik tapi masih di pertahankan harusnya di nepalkan tuh manusia yang setuju hayu kita berontak manusia berontak,pelecehan_penghinaan
sudahlah ini drama yang di mainkan prabowo tidak mungkin bahlil berani melakukan hal buruk di negara ini tampa persetujuan prabowo bahlil memang di pasang untuk di maki dan di kritik memang bahlil orang nya penjilat dan tidak ada harga diri yang penting jabatan dan uang mau di perlakukan seperti hewan pun bahlil siap jangan mau di bodohi pemerintah,pelecehan_penghinaan
kita aja yang bodoh eropa jepang singapura orang pada pakai sepeda ee kita pakai mobil pakai minyak import takut dibilang miskin tidak kaya boleh pakai mobil tinggikan pajaknya separuh harga berhenti orang pakai mobil,pelecehan_penghinaan
pak presiden mohon lihat di lapangan pak turun blusukan langsung pak jgn mau di bodohi pak,pelecehan_penghinaan
kok bisa lah prabowo menjadikan bahlil sebagai mentri ini yang bodoh sebenarnya siapa,pelecehan_penghinaan
bahlil raja juli luhut zulkifli adalah deretan menteri bodoh yang wajib dipecat,pelecehan_penghinaan
kpk harusnya periksa apa benar kualitas bbm pertamina benar apa tidak dgn ditutupnya shell vivo dan bp dll jgn ini cm buat habisin stok bbm sampah,pelecehan_penghinaan
saya kawatir presiden di bohong bohongi olh laporan palsu yang tujuanya utuk megelabui saja dan menyenangkan presiden saja agar memgagap semua bekwrja baik karna para penipu penipu oknum pejabat itu sangatlah licik kalo presiden hanya menerima saja maka tidak baik karna akan berpeluang dibodoh bodohi olh para pejabat dgn laporan palsu itu,pelecehan_penghinaan
indonesia terkenal di dunia akan kekayaan alamnya tp justru bajingan yang cari kesempatan demi meraup keuntungan demi kantong pribadi,pelecehan_penghinaan
terlalu banyak rapat dan seremonial buktikan dg tindakan nyata niru tu china ada bencana gercep turun ke lokasi tidak pkai rapat tidak guna,pelecehan_penghinaan
pak presiden prabowo aku minta tolong tempeleng shi muka bahlil itu sy jijik bngtt liat muka bodoh nya itu,pelecehan_penghinaan
tunggu apa lagi wowok pecat babi hutan ini sgt tidak baik ada di istana buang sampah pada tempatnya seluruh bekas mentri iblis jokowi segera pecat jk tidak wowok akan tergradasi dari istana karna iblis iblis jokowi itu bekerja tidak sesuai yang di inginkan itu untuk merusak reputasi mu wowok mikir lah ya allah,pelecehan_penghinaan
taiikk si wowo omon hanya bikin pencitraan kalo bantu korban itu harus total jgn bxk tipu muslihat gimik membodohi rakyat rakyat udh sdm rendah lagi wah mirisnya negara ini semua pejabat menjijikan bukannya tanggap penanganan tapi malah sibuk pencitraan woii kalian harus sadar yang kalian kerumuni itu si perusak hutan yang sesungguhnya liat tu pidatonya dia pada saat banyak korban bencana banyak yang mati dia malah berkumpul dgn kroni penjilatnya dia mengatakan kalo jgn takut deforestasi katnya harus harus memperluas lahan kelapa sawit belum lagi klo dia sudah menggelontorkan danah t utuk melestarikan hutan di brasil tapi buat kalian hanya m per propinsi itukan bangsat bencana d negri sendiri tidak d perhatikan malah sibuk cari muka ke negara org liat lagi tu diakan menolak bantuan luar negeri supaya borok dan kelicikan mereka tidak di liat d media luar sangat dungu kan sadar woii banyak tipu njing,pelecehan_penghinaan
tai cobak jalan ke flores tiap hari antri anjing,pelecehan_penghinaan
udah jelek tukang bohong bahlil bahlil,pelecehan_penghinaan
pembohong dipercaya trus goblokny yang ngasih kesempatan trus menerus buat orang seperti itu,pelecehan_penghinaan
prabowo pernah bilang ada duri dalam daging dalam pemerintahan laah i i duri segede babi kgk keliatan aneh omon omon doang,pelecehan_penghinaan
data tidak sesuai di lapangan pak presiden stopp membodohi rakyat bpk menteri yang mulia,pelecehan_penghinaan
manusia paling menjijikkan dan paling hina bernama bahlil,pelecehan_penghinaan
presiden tertolol yang perna di miliki indonesia di bohongi pembantu berulang kali tapih tidak berani pecat mungkin pembantunya sudah pegang banyak rahasia majikannya,pelecehan_penghinaan
presiden prabowo nya bodoh juga,pelecehan_penghinaan
si bahlil semakin banyak berbicara semakin terlihat ketololan dan ke goblogkan juga kebohongan kebohongan nyata jauh dari kejujuran orang ini harus segera di lenyapkan dari negeri ini agar kerusakan dan kehancuran berdampak keeugian negara semakin besar,pelecehan_penghinaan
bersihkan sampah dan kaleng kosong dari istana pak daripada bikin demam berdarah,pelecehan_penghinaan
bahlil banyak bacot cek ke lapangan jangan percaya anak buah semua bajingan cuma omong g turun lgsg ke bawah hnyan laporan rakyat sdh g percaya mentri bnyk bacot kerja nyata d lapangan jgn bnyak teori prakteknya omong kosong,pelecehan_penghinaan
penjahat semua brengsek semua termasuk pemimpin dan wakilnya,pelecehan_penghinaan
allah saja berani dia bohongi apalg cuma presiden dan rakyat mgkn pak prabowo sudah tau dibohongi dan dibodoh in tpi dia g berani dengan si ini ni jgnkan liat mukanya dengar namanya aja udah jijik orang sudah cacad gini kok barengan sama cacad mentalnya,pelecehan_penghinaan
bahlil mmg istimewa biasanya good looking itu bersahabat karib dgn kebodohan lha bahlil sdh jelek bodoh pula,pelecehan_penghinaan
siapa yang percaya sama ucapan si bahlul masarakat indonesia udah tau semua kebodohan dan tipu tipu si bahlul hanya presiden ajah yang tidak tau suka di bohongi bahlil,pelecehan_penghinaan
ayo pak prabowo kalo bapak masih pakai menteri yang kaga guna nama baik bapak lagi disorot sekarang bisa jadi jelek di mata masyarakat nanti tolong segera ganti pak cari yang lebih profesional lagi yang punya marwah sama loyalitas nama baik bapak dipertaruhkan,pelecehan_penghinaan
kok tidak malu dikira masyarakat bodoh,pelecehan_penghinaan
indonesia banyak yang cerdas yang prof dr lulusan ugm ui bahlil bodoh penjilat tetmul ganti saja pak,pelecehan_penghinaan
lihat aja nanti kalau bagus ya bagus kalau jelek ya udahlah masa ditahan terus kalau cinta mati pun bapak sama bahlul ya udah lah belajarlah merelakan dia untuk kepentingan nasional,pelecehan_penghinaan
tidak guna buktinya saat kamu hadir di kunas golkar kamu sanjing bahlil itu tandanya kamu lemah dan cuma omon,pelecehan_penghinaan
ajaib prabowo ini sdh jelas si bahlil ini adalah menteri bodoh dan pendusta serta ada sifat nifaq sama dg si joko widodo tapi kok belum di ganti astagfirullaah al aazim,pelecehan_penghinaan
presiden kita ternyata sangat bodoh titik,pelecehan_penghinaan
gibran bahlil kapolri sigit luhut harusnya di pecat semua prabowo presiden bodoh cuma nurut aja sama bawahan tidak bener,pelecehan_penghinaan
bahlil ini orang paling bodoh masyarakat sdh tidak percaya dengam omongan anda yang selalu ngawur dan bohong ketahuan gaya bicaranya juga hanya abs,pelecehan_penghinaan
gibran bahlil kapolri sigit luhut harusnya di pecat semua prabowo presiden bodoh cuma nurut aja sama bawahan tidak bener,pelecehan_penghinaan
bahlil asbun bicara memang dia penipu dan kurang ajar belum ada mentri setolol bahlil belagu cerdas,pelecehan_penghinaan
udah lah pa prabowo itu yang busuk buang ke tempat sampah indonesia tidak kekurangan orang pintar kredibel dan jujur masalah nya bapak mau tidak pake orang kayak begitu balas budi harus sama rakyat pa,pelecehan_penghinaan
awass pak presiden jangan percaya mungkin data yang diberikan ke bpk data sampah di medan dan binjai solar masih sulit,pelecehan_penghinaan
ini orang muka dan akal sejajar sama jeleknya,pelecehan_penghinaan
ini manusia kah babi hutan,pelecehan_penghinaan
sepertinya pembodohan kenyataan publik,pelecehan_penghinaan
listrik bahlil bodoh yaa bodoh wkwkwkwllww,pelecehan_penghinaan
pakk inget jangan percayaa cek lagi dari pada bapak malu lagi nantii cek semua omongan sampah bahlil,pelecehan_penghinaan
aman gimana yang antri solar di spbu bikin macet kampret,pelecehan_penghinaan
asal bapak prabowo senang dia tetap percaya padahal dibodohi dibohongi menteri dari parpol,pelecehan_penghinaan
kok masih saja prabowo percaya dan mau mendengarkan si anjing ini padahal sdh terlihat dia pembohong abs penjilat dan pasti akan menjadi sengkuni menusuk dr belakang apabila ada kesempatan karena saja dia berasal dr golkar yang masih selalu berada di besar pemenang pemilu coba dr partai biasa saja tidak bakalan dipakai dia,pelecehan_penghinaan
sudah tau begitu masih dipake gantilah dia pak presiden bapak aja kena kibul apalagi rakyat hentikan ketololan ini bapak presiden yang terhormat,pelecehan_penghinaan
kalian harusnya bersyukur kepada allah swt mereka masih mau membahas nasib kalian masalah listrik di daerah kalian masalah distribusi bbm bersubsidi kalian dan kepentingan kalian yang dia anggap rakyatnya coba seandainya dia tidak mau bicara lagi tentang itu semua apakah kalian rakyat biadab bisa mengatasi masalah dan problematika di daerah kalian sendiri saya aja sebagai rakyat bapak prabowo saja kesal melihat komentar kalian di sini kebanyakan komentar sampah apa sih salahnya memberikan komentar yang bersifat membangun,pelecehan_penghinaan
menteri paling kocak bodoh dan munafik,pelecehan_penghinaan
kaya di film aja sebuah negara di bodoh i sama d kadalin sama pejabat nya nah ini terjadi di indonesia sama si bahlil sama rekan,pelecehan_penghinaan
bahlill jelekk kok bisa jadi mentrii udh jelekk pembohong terang an cocok nya kau jadi tukang parkir ajaa bahlull,pelecehan_penghinaan
prabowo itu presiden paling jujur dan paling bodoh makanya bisa di manfaatin sama para menterinya,pelecehan_penghinaan
mulut mu harimau mu ucapan mu membunuh mu,ancaman_intimidasi
hajar saja ini orang,ancaman_intimidasi
hukum negara kayanya ok tapi tidak tau ini hati sakit sebagai orang sunda tidak tau kalo ketemu kayanya tidak puas kalo tidak dibunuh,ancaman_intimidasi
bbturan na tewak pa sakalian nu na mobil lain nga ingetan klh sarua na seri kawas resbob,ancaman_intimidasi
saya tidak suka perbuatan dia setuju dihukum tp kalau sampe tahun berlebihan ini sih korban pengalihan issue koruptor ratusan milayar loh th bebas awas kedepan issue adu antar suku akan lbh banyak,ancaman_intimidasi
trimakasih pa pol tolong hukum seberat berat nyat biar jera dan tak kan ter ulang lg tembak mati juga tidak apa,ancaman_intimidasi
hajar dulu biar kapok,ancaman_intimidasi
kawas ucing ka bulusan ari ges ka tangkap mah,ancaman_intimidasi
klo sekedar terancam masih blm puas sbg orang sunda,ancaman_intimidasi
serahkan si resbob ke warga sunda hajar baru kemudian disidangkan manusia rasis harus dikasih pelajaran,ancaman_intimidasi
ternyata masih bocah kuliah yang kalau ngomong otaknya tidak di pakai mulutmu adalah harimaumu ucapanmu yang membunuhmu,ancaman_intimidasi
alhamdulillah satu hama masyarakat telah ditangkap kepolisian untung saja resbob tidak ditangkap orang orang sunda habis deh riwayatnya hati hati bagi yang lain yang sok jagoan pingin viral dimedsos dengan gaya gayaan sok paling berani bicara kasar ditujukan orang lain pastinya kalian sudah terdaftar dalam pengawasan tim cyber kepolisian,ancaman_intimidasi
negara kita multi etnik rasisme tidak dibenarkan itu mengancam persatua dan lesatuan bangsa semoga kejadian ini menjadi pelajaran untuk kita semu,ancaman_intimidasi
alamat akhir riwayat hidupnya didalam sel dibunuh sama narapidana laen,ancaman_intimidasi
hakan siah resbob di lapas sia moal tenang bakalan d hakan ku napi napi lain komo dulur dulur sunda mah tos ngantosan ngahajar didinya wilujeng bob bob hakan,ancaman_intimidasi
apresiasi untuk polri khususnya polda jabar mohon agar hal seperti ini tidak terulang karena bahaya mengancam persatuan dan kesatuan bangsa salam bhinneka tunggal ika,ancaman_intimidasi
pukul kacamata nya,ancaman_intimidasi
kaya burung hantu kena pukul tidak berkutik sama sekali makan tuh kebencian kamu terhadap kami orang sunda,ancaman_intimidasi
siap di dalam di hajar orang sunda,ancaman_intimidasi
awas nangis kalau dipukul nanti,ancaman_intimidasi
dlm bui nanti sama napi lain moga di hajar tuh mulut,ancaman_intimidasi
teimakasih polda jabar tapi bagi saya orang sukabumi terlalu lama teuing tahun mah bw kesuka bumi bisa menit hukuman si kehed mh centang sakalibpukulan menit anterken ka kuburan,ancaman_intimidasi
jadi pengen tau warna darah nya penasaran akan saya tunggu keluar dari penjara nya,ancaman_intimidasi
spesies kaya gini tidak usah dikasih ampun mudah an didalem nanti dikasih pembelhajaran,ancaman_intimidasi
ges katangkap kawas hayam sayur,ancaman_intimidasi
nanti bagian napi yang meng hajar resmob,ancaman_intimidasi
siap dapat salam olahraga di dalam sel dari warga binaan orang sunda hajar dulu lah tuman,ancaman_intimidasi
mohon bpk kapolda jabar ancaman hukumannya thn harus ful jgn pernah diberi remisi hari pun biar jadi pelajaran bagi yang bersangkutan juga utk yang lain yang mungkin akan mengulang hal yang sama jgn sampai juga orang tua nya datang hanya utk meringankan hukumannya,ancaman_intimidasi
masih hidup aja udah beruntung saran gua sih mending kamu datang ke kantor polisi sebelum dipukul ,ancaman_intimidasi
kita orang jawa barat ahli membunuh tanpa menyentuh tapi biarkan hukum yang menyentuh untuk penghina suku sunda ini,ancaman_intimidasi
abang adek sama nya setiap bikin masalah klarifikasi selalu minta maaf abis itu selesai orang kaya gini culik trus matiin mayat nya buang kejurang kalo tidak kirimin santet dari orang sunda biar jd gila sekalian,ancaman_intimidasi
klo di biarkan tanpa ada hukuman pidana dan sangsi adat otomatis pasti banyak muncul resbob resbob lainnya yang bisa menyulut keretakan suku diindonesia bhuneka tunggal ika akan di gerus habis dan hanya jadi simbol oleh segelintir resbob resbob lainnya,ancaman_intimidasi
telajang bullet kan dan di iket bawa muter keliling jawa barat jgn ada kata damaii omongan dia hanya takut masuk penjara dlm hatinya hnya minta maaf akan selesai,ancaman_intimidasi
ujung nya ketakutan dan minta maaf gaya klasik,ancaman_intimidasi
pak aing jangan jadi pengecut hukum mati saja jangaan dibiarkan,ancaman_intimidasi
lo hina viking kaga ap udh hal biasa klw maslah rasis lo bakalan mati am orang sunda lol,ancaman_intimidasi
pukulin dulu jangan di maafin,ancaman_intimidasi
cari tangkap seret gantung bakarr,ancaman_intimidasi
andai ak tidak d ajari agama oleh ibuk bpk ku udh kubunuh anak bodoh itu buat aparat klo mw bertindak cepat lah jika berdiam diari biar aku kami yang ajari org bodoh itu sopan santun,ancaman_intimidasi
hati hati sama orang sunda bisa bikin mati tanpa menyentuh,ancaman_intimidasi
selamat anda dpt bonus cepat ke alam sana di kira orang sunda dikit halal bagi sunda bunuh orang tuman kaya kamu bree mau di rumah mau di luar negri di jamin kamu pasti mati tiket cepat menuju ajal di incer semua rakyat sunda jangan macam macam sama suku dan adat seseorang bocil rasis gila viral selamat anda akan terkenang menjadi orang terbodoh yang mati karna ngeledek adat,ancaman_intimidasi
semoga si resmob disel sana di urus sama saudara saya orang sunda jangan takut dimas resmob nanti kamu di urus ya sama saudara atau dulur saya di sel ya selamat menikmati lah jadi samsak buat bahan pukulan disana,ancaman_intimidasi
ngahina suku sunda langsung menang karma lebok ku sia kehed matak boga sungut teh dijaga tah ulah asal ngcablak ayeunmh selamat menikmati tah akibatna ulah sorangan,ancaman_intimidasi
belum mati keren dong siap siap dipukulin,ancaman_intimidasi
mknya jdi orang mulut di jaga hormati semua suku kta saudara nkri tpi mulut hrus bsa mjga etika krna suku punya adat masing masing jng mngusik semua pra suku di nusantara,ancaman_intimidasi
tidak bisa digebuk warga tapi digebuk sama sesepuh tahanan dipenjara merdeka,ancaman_intimidasi
ahh jika hormat dan cinta tapi ucapanmu kaya syaiton sekarang loh minta maaf karna takut d ciduk sama orang sunda makanya muncul minta maaf ha ha ha modus loh maaf ok d maafkan proses hkum tetap berjalan kalau tidak tar kebiasaan menghina suku lain preett monyong omonganmu supaya semua suku sunda luluh begitu,ancaman_intimidasi
klo udah viral br minta maaf takut di proses hukum tu mknya jaga mulut mu bang mulutmu harimaumu,ancaman_intimidasi
masukin penjara mati dia di penjara udah berani menghina suku sunda,ancaman_intimidasi
agama oten itu agama buatan manusia jadi semua dalil yang di kemuka kan tidak singkron berbelit belit,ujaran_kebencian
sebagaimana pun bang zuma menerangkan kan kepada kafir tapi kafir itu telah tertutup pintu hatinya terimakasih bang zuma sehat selalu bang zuma maju terus untuk bang zuma dengan adanya pencerahan bang zuma kami semakin kuat rasa cinta dengan islam karena bang zuma berdasarkan dalil alhamdulillah kami dari medan bang zuma teriamaksih bang zuma sehat selalu bang zuma,ujaran_kebencian
alhamdulillah terimakasih ilmu nya bang zuma sehat selalu bang zuma kami dari medan mendukung mu bang zuma teruskan memberikan kebenaran allahu akbar mereka itu adalah kafir bang zuma sudah tertutup pintu hatinya mereka melawan kitab mereka sendiri mereka tidak mempunyai data tidak berani berdasar data,ujaran_kebencian
jelas dan terang sdh dijelaskan oleh bang zuma namun syg mrk beragama cuma berdasarkan asumsi sj itulah hati yang terkunci,ujaran_kebencian
islam adalah agama yang benar maka masuklah ke dalam islam agar kau selamat dunia dan akhirat,ujaran_kebencian
menurut perdebatan ini yesus itu iblis bukan nabi isa,ujaran_kebencian
ibu ini udah steres kena doktrin org ngebahas agama yang benar malah ngomong bang zuma kepo urusan agama malah jawab nya kepo udah bang zuma biar ibu ini yang ngomong kepo biar la dia masuk neraka,ujaran_kebencian
bicaralah satu buka bibelmu dan pahami dan jgn menolak isi bibelmu jika bibel itu sdh berkata benar jgn pula kalian fahami dgn narasinya yang berbeda,ujaran_kebencian
kristen bukan agama kristen manusia yang ingkar akan perintah tujannya yesus kristen manusia munapik,ujaran_kebencian
haii orang yg beragama kristen baca kitabmu dgn benar bangzuma meng edukasi anda dgn benar karena anda sdh ter hakimi dgn kata pendeta imani saja itulah bang zuma memberikan edukasi supaya anda cerdas,ujaran_kebencian
ibuk nya bodoh pingin muter ngak tau jalan,ujaran_kebencian
orang karisten tersangat mudah kerasukan setan di kala debat diskusi,ujaran_kebencian
beragama apa pun bila sesat ajarannya harus diluruskan bro bro cewek cewek cantik tidak bersunat,ujaran_kebencian
kalau tidak tahu dalil dan data tidak usah beragama kristen lebih baik menyembah pohon jelas itu pohon bro sebab yesus tidak mau disembah dan dijadikan tuhan coyy,ujaran_kebencian
aneh pemeluk agama kristen ini ditolong di ingatkan justru ngotot,ujaran_kebencian
kristen itu bodoh tapi ngotot,ujaran_kebencian
dasar pertanyaan bodoh ibu oten tanyakan dlu tuhan mu sendiri knp sy harus sembah manusia itu dlu pertanyakan,ujaran_kebencian
sebenarnya karisteng ini sedang melawan bibel nya karena saking bodoh nya jdi dibodohi kristen ini hahahaha,ujaran_kebencian
agama kristen itu dibawa ke indonesia oleh penjajah belanda untuk mematikan akal bangsa indonesia agar mudah dijajah makanya oten itu akal sehatnya tak berfungsi,ujaran_kebencian
coba agama kresten kalau mau jd pendeta mondoklah spt agama islam jd jngnlah baru baca kitab udh jd pendeta jd mngusai asal usulnya agama dari mana aslinya,ujaran_kebencian
ini iblis betina ngamuk,ujaran_kebencian
ini betina keras bnr otak nya iblis nya marah kg terima keneneran,ujaran_kebencian
kenapa lah bodoh nya kristen sudah tau di bodohi masih jugak percaya,ujaran_kebencian
syarat masuk oten imani jgn cari tau krna agama mereka tidak pakai akal tp pake iman alisan iya iya aja planga plongo,ujaran_kebencian
diajarin dgn kebenaran tidak terima menolak inilah kebiasaan manusia yang tidak punya pendirian senengnya dibohongin di doktrin baru percaya keyakinannya tidak sesuai perintah kitabnya kasihan tersesat jauh kelat kidul gabung dgn iblis,ujaran_kebencian
sayang sekali acara debat agama islam vs karesten ini di bumbui iklan susu opi sugro maaf ini bahan bakunya susunya bintang iklan perempuan tampilannya tidak semomoh pamer buah dada segede botol gas melon indonesia mayoritas islam yang mengharamkan pamer aurat dimuka umum naudzubillah summa naudzubillah,ujaran_kebencian
sampai kapan pun agama mu oten kalau hanya doktrin yang kamu buat tidak akan menyelamat kan mu di akhirat nanti oleh karena itu sadar lah sebelum terlambat jgn asal percaya omongan pendeta selidiki dulu siapa sebenar nya yesus itu kalau dia utusan mengapa harus di sembah sembah lah tuhan yang sebenar nya ya itu tuhan yang maha esa dia tidak di lahir kan dan tidak di peranakan dia lah tuhan sebenar nya sang pencipta alam,ujaran_kebencian
oten botol semua g ada yang waras,ujaran_kebencian
agama yang tidak di tetapkan yang maha pencipta udah pasti salah menurut sang maha pencipta oten engga paham itu,ujaran_kebencian
bearti paulus membentuk agama kristen banyak memakai kata islam hanya untuk pemanis isi bukunya tanpa islam buku kristen tidak lengkap wajar klu agama ini dibilang agama menghayal,ujaran_kebencian
oten betina kemasukan khodam babinya hahahahaa,ujaran_kebencian
oten cantik ini sayang sekali krn dia kafir dia calinek calon isi neraka semoga dapat hidayah agar wajah cantik anda bisa kekal dalam surga aamiin,ujaran_kebencian
kerasukan roh kudus ibuk ini kliatan iblisnya,ujaran_kebencian
pengikut paulus sangat doyan narkoba sebab tidak ada larangan dari rasul paulus,ujaran_kebencian
para oten itu pembangkang seperti iblis syetan shg menyembah manusia terkutuk yang namanya yudas iskariot si penghianat,ujaran_kebencian
memang para oten itu bodoh goblok dan tolol shg otaknya jungkir balik,ujaran_kebencian
maaf saudaraku oten kalian ngeyel bertahan pada perinsip yang salah irrasional t a p i tak mau mengakui kebenaran beragam tapi tidak pernah baca biblel jadi tidak tahu mana yang dilarang yesus dan apa yang diperintah yesus mau nya masuk surga tapi tak pernah menjalankan perintah yesus dan tidak pernah menjalankan yang dilarang yesus,ujaran_kebencian
oten kesetanan sm lucifer,ujaran_kebencian
dosa waris adalah salah satu dari buah dogma ajaran dasar karesten yang diadopsi dari ajaran kafir pagan dan filsafat plato,ujaran_kebencian
btina bodoh lgi mabukkta oten diskusi lintas agama kgk akn nyambung ap penyebabx krn oten suka bohong tidak prcaya dgn bibel sendiri,ujaran_kebencian
apa itu kafir kufur yaitu menutup diri dari kebenaran mereka kristn apapun kenyetaan kebenaran yang di tunjukkan kepadanya mereka tetap bantah karena dalam hati mereka masih menutupi kebenaran bukan bertanya untuk kepandaian tapi cuma untuk mencari kasalah islam tanpa dalil,ujaran_kebencian
oten kesetanan,ujaran_kebencian
assalamu alaykum bang zuma sehat sll semangat trs membrantas kekafiran salam tauhid salam satu tuhan allaahu akbar,ujaran_kebencian
waah klu udah kebiasan memg sulit utk dihindari kecuali sdh terjadi akibatnya br menyadari salah dosa inilah gaya hidup beragama kreisten yang tak bs dipertangung jawsbkn dihadapan tuhannya skrng dikash petunjuk malah byk mengeles pdh islam datang utk menuntun jln yang lurus slamat dunia akhirat,ujaran_kebencian
amiin carilah kebenaran jgn cari permusuhan berpikir dgn waras bukan dengan emosi cerna satu persatu jangan ngotot utk membela kebohongan karna itu kemunafikan,ujaran_kebencian
